Interrupteur différentiel 63A 2P 30mA type AC embrochable IDClic XE DUOLINE SCHNEIDER ELECTRIC 16162;60.18;false;0.4149416677;5.95;siemens;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-embrochable-schneider-merlin-gerin-schneider-53891;diferenciales;2020-12-14
Interrupteur différentiel 40A 2P 30mA type A borne vis norme NF RCCB NOVELEC SGV40A;18.11;false;0.4052942911;3.65;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40a-2p-30ma-type-a-borne-vis-norme-nf-rccb-novelec-sgv40a-9245053;diferenciales;2020-12-14
Interrupteur différentiel 2P 63A 30ma type A - Schneider R9PRA263;76.86;false;0.3986361612;6.70;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-63a-30ma-type-a-schneider-r9pra263-23984088?model_id=23964980;diferenciales;2020-12-14
Interrupteur différentiel XE 63A 30ma type A - auto -230V Schneider R9ERA263;81.2;false;0.3157396877;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-2p-63a-30ma-type-a-embrochable-resi9-xe-2-modules-schneider-electric-8096127;diferenciales;2020-12-14
Acti9. iID interrupteur différentiel 4P 63A 30mA type AC Schneider Electric;109.01;false;0.3126700511;4.99;schneider;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-iid-tetra-acti9-63a-30ma-type-ac-126272;diferenciales;2020-12-14
Interrupteur différentiel 4P 63A 300mA type AC;97.76;false;0.2989978313;4.99;novelec;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-63a-300ma-ac-schneider-acti-9-197800;diferenciales;2020-12-14
Interrupteur différentiel 25/2 30mA Type AC NF - Zenitech;22.99;false;0.2972344937;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-40-2-30-ma-type-a-zenitech-nf-1956944?model_id=2010500;diferenciales;2020-12-14
Interrupteur différentiel Siemens 5SV3344-6KL 4 pôles 40 A 0.03 A 400 V 1 pc(s);36.99;false;0.2901930419;3.25;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-siemens-tetrapolaire-40a-30ma-type-a-4363809;diferenciales;2020-12-14
Disjoncteur Différentiel 16A / 30mA;36.22;false;0.2837297455;;schneider;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-type-ac-2-poles-16a-30ma-courbe-c-184726;diferenciales;2020-12-14
Interrupteur différentiel Resi9 xp 2P 63A 30ma type AC - Schneider R9PRC263;68.48;false;0.282910375;4.75;schneider;https://www.manomano.fr/catalogue/p/resi9-xp-interrupteur-differentiel-2p-63a-30ma-ac-5909306;diferenciales;2020-12-14
